Time,Relative Humidity (%),Temperature (°F),CO2 Levels (ppm),Population Fouquieria columnaris,Population Vitis Arizonica
2025-04-18 21:04,64.62,70.54,373.72,100,99
2025-04-18 21:19,69.5,63.55,380.89,99,101
2025-04-18 21:34,86.08,62.78,272.41,96,104
2025-04-18 21:49,61.94,92.21,318.87,103,95
2025-04-18 22:04,77.2,77.25,344.68,99,100
2025-04-18 22:19,60.11,68.63,368.99,101,98
2025-04-18 22:34,75.23,79.08,380.03,99,100
2025-04-18 22:49,77.26,91.18,277.96,100,98
2025-04-18 23:04,66.71,86.71,326.39,101,97
2025-04-18 23:19,77.01,90.82,337.25,100,98
2025-04-18 23:34,85.58,92.86,371.02,99,100
2025-04-18 23:49,74.46,67.05,370.0,98,101
2025-04-19 00:04,65.19,86.97,309.89,102,96
2025-04-19 00:19,70.32,67.64,358.25,99,100
2025-04-19 00:34,86.39,77.34,341.98,98,102
2025-04-19 00:49,63.41,78.01,300.55,101,97
2025-04-19 01:04,68.4,61.33,269.27,99,101
2025-04-19 01:19,76.49,77.54,318.88,99,100
2025-04-19 01:34,78.28,96.34,355.09,101,98
2025-04-19 01:49,83.69,99.48,254.66,100,98
2025-04-19 02:04,80.07,92.67,337.03,100,99
2025-04-19 02:19,77.64,64.8,271.78,98,102
2025-04-19 02:34,85.42,87.58,378.16,99,100
2025-04-19 02:49,88.15,82.41,251.38,98,102
2025-04-19 03:04,88.52,87.64,318.46,98,101
2025-04-19 03:19,82.98,98.71,348.3,100,98
2025-04-19 03:34,82.85,92.75,312.3,100,99
2025-04-19 03:49,62.04,88.5,294.3,102,96
2025-04-19 04:04,79.01,92.31,374.41,100,98
2025-04-19 04:19,69.67,91.35,371.02,101,97
2025-04-19 04:34,64.41,82.5,294.6,101,97
2025-04-19 04:49,82.22,64.59,373.45,97,103
2025-04-19 05:04,75.85,86.84,384.09,100,99
2025-04-19 05:19,84.23,99.58,340.14,100,98
2025-04-19 05:34,68.95,96.15,294.44,102,96
2025-04-19 05:49,83.49,68.73,304.0,97,103
2025-04-19 06:04,79.44,94.33,333.29,100,98
2025-04-19 06:19,80.53,62.1,258.54,97,103
2025-04-19 06:34,70.55,98.64,337.37,102,96
2025-04-19 06:49,78.46,79.52,250.69,99,100
2025-04-19 07:04,74.58,91.26,350.47,101,98
2025-04-19 07:19,72.08,82.79,286.29,100,98
2025-04-19 07:34,81.41,82.25,292.14,99,100
2025-04-19 07:49,82.69,95.18,326.4,100,99
2025-04-19 08:04,79.38,64.68,278.31,97,103
2025-04-19 08:19,61.39,77.45,351.7,101,97
2025-04-19 08:34,67.06,93.73,257.99,102,96
2025-04-19 08:49,72.15,84.04,325.71,100,98
2025-04-19 09:04,69.01,97.19,321.82,102,96
2025-04-19 09:19,89.75,90.51,336.04,98,101
2025-04-19 09:34,88.71,66.2,275.11,96,104
2025-04-19 09:49,73.13,89.05,270.75,101,98
2025-04-19 10:04,84.55,65.31,294.91,97,104
2025-04-19 10:19,89.65,97.76,383.87,99,100
2025-04-19 10:34,70.25,80.35,267.32,100,98
2025-04-19 10:49,74.06,88.39,297.04,100,98
2025-04-19 11:04,88.27,79.4,288.99,97,102
2025-04-19 11:19,75.5,62.65,283.27,98,102
2025-04-19 11:34,70.97,73.24,274.78,99,100
2025-04-19 11:49,64.87,87.03,334.66,102,96
2025-04-19 12:04,70.98,85.32,284.12,101,98
2025-04-19 12:19,71.47,95.46,324.42,102,96
2025-04-19 12:34,70.24,83.05,306.65,101,98
2025-04-19 12:49,69.24,84.22,334.54,101,98
2025-04-19 13:04,72.14,86.94,260.76,101,98
2025-04-19 13:19,61.88,63.19,271.82,100,99
2025-04-19 13:34,77.04,91.72,311.56,100,98
2025-04-19 13:49,85.46,67.56,377.99,97,103
2025-04-19 14:04,71.71,79.77,305.62,100,99
2025-04-19 14:19,81.81,97.63,253.77,100,98
2025-04-19 14:34,73.43,71.69,370.0,99,100
2025-04-19 14:49,73.34,62.72,258.69,98,102
2025-04-19 15:04,71.33,95.16,305.07,102,96
2025-04-19 15:19,73.44,89.86,384.98,101,98
2025-04-19 15:34,75.67,91.33,287.83,101,98
2025-04-19 15:49,61.01,90.28,382.53,103,95
2025-04-19 16:04,77.04,76.87,351.43,99,100
2025-04-19 16:19,86.74,70.66,280.02,97,103
2025-04-19 16:34,85.54,88.68,326.43,99,100
2025-04-19 16:49,77.17,99.79,308.46,101,97
2025-04-19 17:04,73.33,64.74,271.06,98,101
2025-04-19 17:19,88.25,60.95,301.54,96,105
2025-04-19 17:34,73.11,97.36,297.3,102,97
2025-04-19 17:49,88.05,62.83,346.96,96,105
2025-04-19 18:04,66.37,68.73,286.27,100,99
2025-04-19 18:19,81.57,65.55,320.16,97,103
2025-04-19 18:34,64.06,85.02,350.73,102,97
2025-04-19 18:49,62.77,85.77,352.94,102,96
2025-04-19 19:04,63.14,71.21,300.91,100,98
2025-04-19 19:19,73.83,94.83,269.66,101,97
2025-04-19 19:34,70.5,95.04,310.59,102,96
2025-04-19 19:49,87.6,86.14,323.94,98,101
2025-04-19 20:04,73.26,84.06,389.36,100,99
2025-04-19 20:19,89.4,96.65,305.93,99,100
2025-04-19 20:34,66.4,84.07,321.87,101,97
2025-04-19 20:49,64.02,91.69,366.81,102,96
2025-04-19 21:04,79.11,74.26,385.01,98,101
2025-04-19 21:19,60.67,80.52,281.94,102,97
2025-04-19 21:34,60.92,94.97,255.95,103,94
2025-04-19 21:49,60.28,67.31,355.23,100,98
2025-04-19 22:04,75.34,82.18,380.47,100,99
2025-04-19 22:19,84.28,72.98,349.47,97,102
2025-04-19 22:34,82.69,95.71,321.17,100,99
2025-04-19 22:49,78.59,64.62,309.78,97,103
2025-04-19 23:04,76.3,71.69,283.13,98,101
2025-04-19 23:19,64.88,61.89,291.24,99,100
2025-04-19 23:34,64.68,73.68,328.08,100,98
2025-04-19 23:49,68.35,76.51,297.18,100,99
2025-04-20 00:04,81.5,79.97,253.28,99,101
2025-04-20 00:19,75.25,70.44,303.55,99,101
2025-04-20 00:34,83.9,78.1,348.46,98,102
